type,category,item_id,item_name_en,item_description_en,item_name_fr,item_description_fr
key_items,Key Items,Obj_SubstituteCloth_22,Chuchu Fabric,Tough fabric bearing a Chuchu design. It looks like it could be used to make a paraglider.,Tissu chuchu,Cette toile solide est joliment décorée de motifs évoquant un Chuchu. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_23,Lynel Fabric,Tough fabric bearing a Lynel design. It looks like it could be used to make a paraglider.,Tissu lynel,Cette toile solide est joliment décorée de représentations de Lynels. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_24,Gleeok Fabric,Tough fabric bearing a Gleeok design. It looks like it could be used to make a paraglider.,Tissu griock,Cette toile solide est joliment décorée d'une représentation de Griock. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_25,Stalnox Fabric,Tough fabric bearing a Stalnox design. It looks like it could be used to make a paraglider.,Tissu stalhinox,Cette toile solide est joliment décorée de motifs évoquant un Stalhinox. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_26,Tunic of Memories Fabric,Tough fabric bearing a Tunic of Memories design. It looks like it could be used to make a paraglider.,Tissu tunique nostalgique,Cette toile solide est joliment décorée de motifs évoquant une tunique nostalgique. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_27,Hylian-Hood Fabric,Tough fabric bearing a Hylian-hood design. It looks like it could be used to make a paraglider.,Tissu capuche hylienne,Cette toile solide est joliment décorée de motifs évoquant la capuche hylienne. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_28,Hyrule-Princess Fabric,Tough fabric bearing a princess's design. It looks like it could be used to make a paraglider.,Tissu de la princesse d'Hyrule,Cette toile solide est joliment décorée de motifs évoquant la princesse d'Hyrule. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_29,Goron-Champion Fabric,Tough fabric bearing a Goron Champion's design. It looks like it could be used to make a paraglider.,Tissu du Prodige goron,Cette toile solide est joliment décorée de motifs évoquant le Prodige goron. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_30,Rito-Champion Fabric,Tough fabric bearing a Rito Champion's design. It looks like it could be used to make a paraglider.,Tissu du Prodige piaf,Cette toile solide est joliment décorée de motifs évoquant le Prodige piaf. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_31,Zora-Champion Fabric,Tough fabric bearing a Zora Champion's design. It looks like it could be used to make a paraglider.,Tissu du Prodige zora,Cette toile solide est joliment décorée de motifs évoquant le Prodige zora. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_32,Gerudo-Champion Fabric,Tough fabric bearing a Gerudo Champion's design. It looks like it could be used to make a paraglider.,Tissu du Prodige gerudo,Cette toile solide est joliment décorée de motifs évoquant le Prodige gerudo. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_33,Ancient-Sheikah Fabric,Tough fabric bearing an ancient Sheikah design. It looks like it could be used to make a paraglider.,Tissu à motifs sheikahs antiques,Cette toile solide est joliment décorée de motifs sheikahs antiques. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_34,Bokoblin Fabric,Tough fabric bearing a Bokoblin design. It looks like it could be used to make a paraglider.,Tissu bokoblin,Cette toile solide est joliment décorée de motifs évoquant un Bokoblin. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_35,Demon King Fabric,Tough fabric bearing a Demon King design. It looks like it could be used to make a paraglider.,Tissu du roi démon,Cette toile solide est joliment décorée de motifs évoquant le roi démon. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_36,King of Red Lions Fabric,Tough fabric bearing a King of Red Lions design. It looks like it could be used to make a paraglider.,Tissu du Lion Rouge,Cette toile solide est joliment décorée de motifs évoquant le Lion Rouge. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_37,Sheik Fabric,Tough fabric bearing a Sheik design. It looks like it could be used to make a paraglider.,Tissu de Sheik,Cette toile solide est joliment décorée de motifs évoquant Sheik. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_38,Mirror of Twilight Fabric,Tough fabric bearing a Mirror of Twilight design. It looks like it could be used to make a paraglider.,Tissu du miroir des ombres,Cette toile solide est joliment décorée de motifs évoquant le miroir des ombres. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_39,Princess of Twilight Fabric,Tough fabric bearing a Princess of Twilight design. It looks like it could be used to make a paraglider.,Tissu princesse du Crépuscule,Cette toile solide est joliment décorée de motifs évoquant la tenue de la princesse du Crépuscule. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_40,Lon Lon Ranch Fabric,Tough fabric bearing a Lon Lon Ranch design. It looks like it could be used to make a paraglider.,Tissu Lon Lon,Cette toile solide est joliment décorée de motifs représentant le ranch Lon Lon. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_41,Majora's Mask Fabric,Tough fabric bearing a Majora's Mask design. It looks like it could be used to make a paraglider.,Tissu du masque de Majora,Cette toile solide est joliment décorée de motifs évoquant le masque de Majora. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_43,Bygone-Royal Fabric,Tough fabric bearing a bygone-royal design. It looks like it could be used to make a paraglider.,Tissu de la dynastie disparue,Cette toile solide est joliment décorée de motifs évoquant une famille royale disparue. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_45,Sword-Spirit Fabric,Tough fabric bearing a sword-spirit design. It looks like it could be used to make a paraglider.,Tissu de l'esprit de l'épée,Cette toile solide est joliment décorée de motifs évoquant l'esprit de l'épée. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_46,Pixel Fabric,Tough fabric bearing a pixel design. It looks like it could be used to make a paraglider.,Tissu pixelisé,Cette toile solide est joliment décorée de motifs d'art pixelisé. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_48,Egg Fabric,Tough fabric bearing an egg design. It looks like it could be used to make a paraglider.,Tissu œuf,Cette toile solide est joliment décorée d'un motif d'œuf. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_49,Goddess Fabric,Tough fabric bearing a goddess design. It looks like it could be used to make a paraglider.,Tissu de la Déesse,Cette toile solide est joliment décorée de motifs évoquant la Déesse. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_51,Champion's Leathers Fabric,Tough fabric bearing a Champion's leathers design. It looks like it could be used to make a paraglider.,Tissu nouvelle tunique de Prodige,Cette toile solide est joliment décorée de motifs de la nouvelle tunique de Prodige. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_52,Princess Zelda Fabric,Tough fabric bearing a Princess Zelda design. It looks like it could be used to make a paraglider.,Tissu de la princesse Zelda,Cette toile solide est joliment décorée de motifs évoquant la princesse Zelda. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_53,Gerudo-King Fabric,Tough fabric bearing a Gerudo-king design. It looks like it could be used to make a paraglider.,Tissu du roi gerudo,Cette toile solide est joliment décorée de motifs évoquant le roi gerudo. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_55,Nostalgic Fabric,Tough fabric bearing a nostalgic design. It looks like it could be used to make a paraglider.,Tissu nostalgique,Cette toile solide est joliment décorée de motifs qui éveillent la nostalgie. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_56,Addison's Fabric,"Tough fabric bearing an image of Hudson, hand-drawn by Addison. It looks like it could be used to make a paraglider.",Tissu de Boulieh,Cette toile solide a été décorée par Boulieh d'un motif représentant Grosaillieh. Elle se prêterait parfaitement à la confection d'une paravoile.
key_items,Key Items,Obj_SubstituteCloth_Default,Ordinary Fabric,,Tissu ordinaire,
key_items,Key Items,Obj_TreasureMap_00,Old Map,A very old map that shows a marked spot. What could be there?,Vieille carte,"Cette vieille carte a l'air d'avoir traversé les siècles. Un emplacement y est marqué, mais de quoi peut-il bien s'agir ?"
key_items,Key Items,Obj_WarpDLC_Prototype,Travel Medallion Prototype,"Robbie reverse-engineered a travel medallion to make this prototypical version, but it's unusable in its current state because it's missing some important data.",Prototype d'amulette,Ce prototype d'amulette de téléportation mis au point par Faras est inutilisable en l'état car il lui manque des données.
key_items,Key Items,Parasail,Paraglider,"This item, given to you by Purah, lets you ride the wind and glide through the sky. Press in midair to activate it.",Paravoile,Chevauchez les vents et glissez dans les airs grâce à cet objet que vous a donné Pru'ha. Appuyez sur quand vous êtes en l'air pour vous en servir.
animals,Creatures,GameRomHorse,Horse,"These can most often be found on plains. Their usefulness as transportation has made them valuable since ancient times. That said, wild horses do tend to get spooked and run off when approached, so if you're looking to snag one, it's best to sneak up on it.",Cheval,"Cet équidé se rencontre principalement sur les plaines d'Hyrule. Utilisé comme monture depuis la nuit des temps, il a développé avec l'Homme une relation privilégiée. Il est cependant à noter que les chevaux sauvages font preuve d'une méfiance extrême, et ont tôt fait de déguerpir si on les approche trop imprudemment."
animals,Creatures,GameRomHorse00L,Giant Horse,"This giant horse is the last of its kind. Its physical capabilities completely overshadow those of regular horses, but its temperament is extremely wild. Only a truly skilled rider can train, or even catch, this beast of a mount. This is a horse that chooses its rider.",Cheval géant,"Ce cheval colossal est le seul représentant de son espèce. Sa puissance et son énergie sans pareilles se doublent d'un tempérament de feu qui rend sa capture aussi difficile que périlleuse. Un cheval qui choisit lui-même son cavalier, en somme."
animals,Creatures,GameRomHorseZelda,White Horse,The Hyrulean royal family that perished over 100 years ago would sometimes ride atop white horses as a display of their divine right. This white horse may be a descendant of one once ridden by royalty.,Cheval blanc,"La famille royale d'Hyrule, décimée il y a plus de 100 ans, montait des chevaux à la robe blanche immaculée d'une grande rareté afin d'affirmer aux yeux de son peuple sa légitimité au trône. Ce spécimen pourrait bien être l'un des descendants de cette race extraordinaire."
animals,Creatures,GameRomHorse01L,Giant White Stallion,"This massive animal is thought to share its lineage with the white horses ridden by Hylian royalty. Called a ""giant white stallion"" due to its color and enormous size. This horse is believed to have been the result of a sudden mutation. There are many travelers and researchers keen to seek out this extraordinary creature.",Cheval blanc géant,"Il pourrait descendre de la lignée de chevaux à robe blanche que montait autrefois la famille royale d'Hyrule. On pense que sa taille hors norme serait due à une mutation spontanée, mais nombre de voyageurs et de chercheurs aimeraient en savoir davantage à son sujet."
animals,Creatures,GameRomHorseGold,Golden Horse,"An extremely rare horse with a golden coat, said to appear only once every hundred years. The horse's exquisite appearance belies a rugged constitution that makes it adaptable to harsh environments. Highly alert, and picky about who may ride it. Few riders could ever hope to tame this horse.",Cheval doré,"Ce cheval à la robe dorée est extrêmement rare : il n'en naîtrait qu'un tous les 100 ans. Contrairement à ce que pourrait laisser penser son apparence élégante, c'est une monture qui supporte bien les environnements hostiles. Vif et alerte, ce cheval ne se laisse pas monter par n'importe quel cavalier. Peu de gens sont d'ailleurs capables de le dompter."
animals,Creatures,GameRomHorseBone,Stalhorse,"A skeletal horse often ridden by monsters. These animals, which used to be ordinary horses, are said to be revived in areas where there is a high gloom concentration. They can only maintain their forms in darkness, and they have the remarkable ability to run atop gloom.",Staldestrier,"Ce cheval squelettique sert souvent de monture aux monstres. Autrefois cheval ordinaire, c'est le contact avec des miasmes maléfiques qui l'aurait ramené à la vie. Hors des profondeurs, il ne peut garder cette forme terrifiante que la nuit, mais on le voit parfois cavaler au milieu des miasmes."
animals,Creatures,GameRomHorse00S,Donkey,"Smaller than horses, these are raised as livestock in the countryside, so they don't exist in the wild. They're more powerful than they look and specialize in transporting baggage. This has made them popular with traveling merchants.",Âne,"Plus petit que le cheval, cet équidé est élevé à la campagne pour servir comme bête de somme. Aucun spécimen sauvage n'a été recensé en Hyrule. Plus fort et vigoureux qu'il n'en a l'air, il est le compagnon rêvé des voyageurs et des marchands ambulants."
animals,Creatures,Animal_Sunazarashi_A,Sand Seal,"These seals use their large flippers to move through the sand as if swimming. They were once wild animals but have since been domesticated by the Gerudo. They rely on their excellent hearing to find their way while submerged in the sand. Their large, distinct tusks look pretty ferocious, but their favorite food is actually fruit.",Morse des sables,"Un animal qui peut nager dans le sable grâce à ses grandes nageoires. Originaire du désert Gerudo, il a été domestiqué par les Gerudos. Son ouïe très développée lui permet de se déplacer sous le sable sans problème. Contrairement à ce que ses grandes défenses peuvent laisser penser, il est friand de fruits."
animals,Creatures,Animal_SunazarashiSP_C,Patricia,"This is Riju's own sand seal. It may look intense, but she dotes on it regularly; the ribbon it wears was a gift from her, and it even has its own pen in Gerudo Town. It's far more agile than any other sand seal and far more outgoing. An ever-reliable partner to Riju, Patricia is always ready to take off through the desert at a moment's notice.",Madame Patricia,"Madame Patricia est le morse des sables personnel de Riju. Si elle peut sembler effrayante, Riju lui voue une affection sans borne. Elle lui a fait installer un bac à sable dans le palais et lui a offert le ruban qu'elle porte au front. Mieux dressée que tout autre morse, elle peut traverser le désert sans peur. La partenaire idéale d'une chef."
animals,Creatures,Animal_Squirrel_A,Bushy-Tailed Squirrel,These small creatures are known for their large tails. They tend to live in forests and subsist on acorns and other nuts. They carry their food in their mouths but will sometimes drop it when surprised in an adorable display of shock.,Écureuil dresse-panache,"Un petit animal à la queue touffue. Il vit principalement dans les forêts et se nourrit de glands et autres fruits. S'il peut transporter de la nourriture dans ses abajoues, il lui arrive parfois de la recracher sous l'effet de la surprise."
animals,Creatures,Animal_Boar_A,Woodland Boar,"These medium-sized beasts can be found all throughout Hyrule. You can most often find them foraging for food in forests or meadows. Although usually docile, they won't hesitate to charge you full force if you get too close.",Sanglier sylvestre,"Cet animal de taille moyenne vit partout en Hyrule. On l'aperçoit souvent en train de chercher de la nourriture dans les forêts et les hautes herbes. D'ordinaire paisible, il peut néanmoins charger violemment quiconque l'approche de trop près. La prudence est recommandée."
animals,Creatures,Animal_Boar_B,Red-Tusked Boar,These boars are known for their red tusks and black fur. They're similar to your average boars but are considerably stronger. Extra caution is advised when hunting these.,Sanglier à crocs rouges,"Un sanglier au pelage noir et aux défenses rouges. Son mode de vie est similaire à celui du sanglier commun, mais il est bien plus coriace et puissant. Sa chasse implique donc de se préparer à faire face à un plus grand danger."
animals,Creatures,Animal_WildGoat_A,Mountain Goat,"These herbivores make their home in meadows and rocky areas. Their characteristically strong legs and hooves facilitate easy climbing over rocks. Goats aren't very quick, so they make good targets for beginning hunters.",Chèvre à dos noir,"Herbivore, la chèvre à dos noir vit dans les pâturages et les régions rocheuses. Grâce à ses pattes robustes et à ses sabots qui s'accrochent facilement aux parois, elle peut se déplacer même au bord des précipices. Elle n'est en revanche pas très rapide, ce qui en fait une proie facile pour les chasseurs débutants."
animals,Creatures,Animal_Goat_A,White Goat,"These goats are raised for their multiple uses. Their milk can be drank or made into butter, and their soft fur is used to make clothes. Domesticated goats wear bells around their necks so they can be easily found after being let out to graze.",Chèvre blanche,Chèvre domestiquée par l'homme. Son lait est utilisé entre autres pour la fabrication du beurre. Ses poils doux sont très utiles pour la confection de vêtements. On lui a attaché une cloche autour du cou afin de pouvoir la localiser facilement lorsqu'on la fait paître.
animals,Creatures,Animal_Deer_A,Mountain Buck,"These male deer are usually found deep in the forest. They're well known for their huge, branching antlers, which they'll swing in self-defense if threatened. Deer are cautious by nature so it can be tricky getting close, but if you can capture one, you may be able to take it for a ride.",Cerf des montagnes,"Mâle de la biche, on le trouve souvent au cœur des forêts d'altitude. Il est connu pour ses grands bois ramifiés qui lui permettent de se défendre lorsqu'il se sent en danger. Sa nature très prudente fait qu'il est difficile de l'approcher, mais si l'on parvient à en capturer un, il se peut qu'il se laisse chevaucher."
animals,Creatures,Animal_Doe_A,Mountain Doe,"These female deer are often found alongside a male. They're very timid animals by nature, but they tend to let their guard down when eating apples, a favorite food. This tidbit of information can be useful to hunters.",Biche des montagnes,"Femelle du cerf, on la trouve souvent en compagnie de celui-ci. Elle ne possède pas de bois et est un peu plus petite que le cerf. Animal très méfiant, elle relâche toutefois son attention lorsqu'elle se nourrit de pommes, dont elle est très friande. C'est alors le moment idéal pour la chasser ou la capturer."
animals,Creatures,Animal_Bull_A,Water Buffalo,"These wild cows come equipped with big, strong horns. They live off grass that grows near the waterfront. Their meat is considered to be high quality, so they're a common target among hunters. Fun fact: the domesticated Hateno cow, often raised in villages, was bred through selective breeding using these.",Buffle des marais,"Ce bovin sauvage pourvu de grandes cornes robustes apprécie les points d'eau et se nourrit des herbes qui poussent aux alentours. Sa chair étant très appréciée, il constitue un gibier de choix pour les chasseurs. C'est aussi le parent éloigné de la vache d'Elimith qu'on trouve dans les villages, celle-ci étant issue d'un élevage sélectif de buffles des marais."
animals,Creatures,Animal_Cow_A,Hateno Cow,"Originating in Hateno Village, these cows are kept as livestock primarily for their milk. Their horns are smaller than a water buffalo's, and they're much more docile and therefore easier to raise. Their horns are decorated with bright colors when taken out to pasture.",Vache d'Elimith,"Domestiquée pour son lait, cette vache serait originaire du village d'Elimith. Ses cornes sont plus petites que celles du buffle des marais. Son caractère docile en fait un animal facile à élever. Lorsqu'on la fait paître, on place sur ses cornes un ornement coloré."
animals,Creatures,Animal_Sheep_A,Highland Sheep,"Originally native to the mountainous regions, these sheep were domesticated for their wool and have since found a home in villages. Once the fluffy wool grows out, it's harvested and used to make clothing and bedding. They're calm, timid creatures and move about in small herds.",Mouton des plateaux,"Cet animal vivait à l'origine dans les régions montagneuses, mais il est aujourd'hui élevé dans les villages pour sa laine. Très moelleuse, cette dernière est tondue par l'homme qui s'en sert pour confectionner vêtements et literie. Docile et craintif, le mouton se déplace généralement en troupeau."
animals,Creatures,Animal_Fox_A,Grassland Fox,"This breed of fox is common to grasslands and forests and is hallmarked by its fluffy, white-tipped tail. Unlike other foxes, they tend to act independently rather than form packs. Being omnivores, they hunt animals smaller than themselves and often stick to eating fruit and insects.",Renard des plaines,"On voit souvent ce renard dans les prairies et les forêts. Il est reconnaissable à sa queue touffue dont l'extrémité est blanche et a tendance à évoluer seul plutôt qu'en meute. Omnivore, il se nourrit de fruits et d'insectes mais peut aussi chasser les petits mammifères et les oiseaux."
animals,Creatures,Animal_Fox_B,Snowcoat Fox,"This particular breed of grassland fox makes its home in cold climates such as the Tabantha region. Its fur turned white as a means of adapting to snowy weather, serving as a natural camouflage. Because of this, spotting one in the snow takes a keen eye.",Renard neigeux,Ce cousin du renard des plaines vit dans les régions froides comme Tabanta. Son pelage blanc lui permet de se camoufler facilement dans les montagnes enneigées. Repérer un renard neigeux dans son milieu naturel requiert donc une vue très perçante.
animals,Creatures,Animal_Wolf_A,Maraudo Wolf,"These wolves are not only carnivorous but can also be downright fierce. They're highly aggressive and aren't afraid to attack people. They hunt in groups and surround their prey as a means of bringing it down. That said, if one of their own is injured, the rest are wise enough to run away. They communicate via howls, so if you're wandering the forest and hear their call, you had best take care.",Loup brigand,"Ce carnivore féroce est très agressif et n'a pas peur de s'en prendre aux humains. Il chasse en meute et tue ses proies après les avoir encerclées. Prudent, il s'enfuit dès qu'un de ses congénères est abattu. Puisque les individus communiquent entre eux par hurlements, il est vivement conseillé de se tenir sur ses gardes si on les entend en forêt."
animals,Creatures,Animal_Wolf_B,Wasteland Coyote,"This contentious beast is native to the Gerudo region. It makes its home in the desert, so it doesn't have a problem with hot, arid climates. They do hunt other beasts and small animals but more often turn their sights on people. They're a threat to anyone traveling through the desert.",Coyote Assek,"Naturellement adapté aux climats chauds et secs, ce cousin du loup vit dans les contrées Gerudos et peut même survivre dans le désert. S'il chasse surtout des mammifères et d'autres petits animaux, il lui arrive aussi d'attaquer les humains, représentant ainsi un véritable danger pour les voyageurs du désert."
animals,Creatures,Animal_Wolf_C,Cold-Footed Wolf,"This breed of maraudo wolf lives in snowy, mountainous areas, such as the Hebra Mountains. They travel in packs similar to their maraudo relatives but are considerably tougher thanks to having adapted to their harsh environment. They're made even more dangerous by their white fur, which provides a natural camouflage in the snow.",Loup des neiges,"Ce cousin du loup brigand vit dans les montagnes enneigées comme celles de la chaîne d'Hébra. Comme son cousin, il vit en meute, mais pour faire face à son environnement hostile, il possède une plus grande résistance et un pelage plus clair qui lui permet de se fondre dans les plaines enneigées. Tout ceci en fait un prédateur très dangereux."
animals,Creatures,Animal_Elk_A,Tabantha Moose,"The largest breed of deer in Hyrule, this mammal's origin was traced back to the Tabantha region. It's easily distinguished by its immense antlers, which these moose shed and regrow yearly. Their meat is tender and high quality, so it works well in a stew.",Élan de Tabanta,"Originaire de la région de Tabanta, ce cervidé est le plus grand en Hyrule. Il est reconnaissable à ses gigantesques bois plats qui tombent et repoussent chaque année. Sa viande tendre et raffinée est particulièrement appréciée en ragoût."
animals,Creatures,Animal_Pao_A,Dondon,"A new species of four-legged beast found in southern regions. So far only five of these creatures have ever been spotted in Hyrule. Their diet is a mystery. But what is known is that they are easily scared, and their giant horns can be very dangerous.",Gondon,"Ce quadrupède a été récemment découvert dans la région de Necluda. À ce jour, seuls cinq spécimens ont été répertoriés en Hyrule. Son régime alimentaire est encore inconnu. D'un naturel craintif, il peut devenir dangereux lorsqu'il prend peur et qu'il agite ses longues cornes de tous côtés."
animals,Creatures,Animal_Bear_A,Honeyvore Bear,"This king among animals is dangerous game for even the most seasoned hunters. They'll attack anyone who wanders into their territory regardless of the wanderer's weaponry. As their name implies, they have a natural love of honey. Extreme caution is advised when you spot one, but if you're sneaky enough and maybe just a little bit crazy...you just may be able to ride one.",Ours mellivore,"Le roi des animaux que même les chasseurs les plus endurcis n'osent pas chasser. Il s'en prend à quiconque pénètre sur son territoire, y compris les humains armés. Comme son nom l'indique, il est très friand de miel. Bien qu'il soit très dangereux, il est possible de le chevaucher si l'on parvient à l'approcher en trompant sa vigilance."
animals,Creatures,Animal_Bear_B,Grizzlemaw Bear,"This breed of honeyvore bear is distinguished by its gray fur. Even more ferocious than their relatives, they're commonly believed to be the most dangerous wild animal. They live in deep snow away from villages, so it's uncommon to encounter one. That said, if you do find one, you'd be better off not picking a fight with it.",Ours empereur,"Un cousin de l'ours mellivore au pelage gris. Plus violent et plus résistant que son cousin, on dit qu'il est le plus dangereux des animaux sauvages. Il vit dans les régions enneigées, loin des villages, et il est donc rare d'en croiser. Il est toutefois fortement recommandé de le laisser en paix si on en rencontre un."
animals,Creatures,Animal_Dog_A,Hylian Retriever,"The native breed of this mammal varies by region, but one thing remains true: this animal has been known as ""man's best friend"" since ancient times. They're very clever and obedient, so aside from serving as pets, they are also put to work watching over grazing livestock. It's said that all Hylian retrievers are descendants of the dog once owned by the king of Hyrule.",Chien hylien,"Domestiqué depuis longtemps, cet animal intelligent et obéissant n'est pas qu'un simple animal de compagnie. Il peut aussi être dressé pour surveiller et conduire les troupeaux de moutons ou de chèvres qui vont paître. On raconte que tous les chiens hyliens sont les descendants des chiens de la famille royale d'Hyrule des temps anciens."
animals,Creatures,Animal_RupeeRabbit_A,Blupee,"They may look like mere rabbits at a fleeting glance, but these strange and aptly named creatures glow with a mysterious blue light. While the details of their origins are entirely unknown, there is one thing we do know: these peculiar little things have a penchant for collecting rupees.",Rumy,"Une créature étrange qui brille d'une faible lueur bleutée. Son apparence est proche de celle d'un lapin, mais ses origines et son mode de vie sont inconnus. La seule chose que l'on sait est qu'il aime les rubis et qu'il a l'étrange habitude de les collectionner."
animals,Creatures,Enemy_CaveMaster_000,Bubbulfrog,"These mysterious creatures dwell in caves all around the world. They like to stay hidden and will spew bubbles when threatened. When overcome, they disappear and leave behind mysterious objects.",Elusis,"Créature mystérieuse qui peuple les grottes de toutes les régions du monde. Encline à se dérober aux regards, elle se cache volontiers au plus profond de sa caverne, et crache des bulles sur quiconque l'approche. Si vous la frappez, elle s'évanouira dans les airs en vous laissant un souvenir."
animals,Creatures,Animal_LittleBird_A,Common Sparrow,"As the name suggests, these birds are rather common around Hyrule. They mainly live in plains or forests but sometimes venture out to villages. Their diet consists of nuts and small insects. They look pretty cute when they jump around, but they don't have much love for people.",Moineau ordinaire,"Le petit oiseau le plus répandu en Hyrule. Il vit principalement dans les prairies et dans les forêts mais on le trouve aussi près des habitations. Omnivore, il se nourrit aussi bien de fruits que de petits insectes. Sa démarche par petits bonds en fait un oiseau adorable, mais il ne se laisse pas apprivoiser par l'homme."
animals,Creatures,Animal_LittleBird_B,Red Sparrow,These small birds live in the Hebra region and eat mainly nuts and wild plants. Their bright-red feathers are often used as decorations.,Moineau carné,Ce petit oiseau vit dans la région d'Hébra. Il se nourrit en picorant les plantes sauvages et les boutons des arbres. Ses plumes d'un rouge vif sont utilisées comme ornements.
animals,Creatures,Animal_LittleBird_C,Blue Sparrow,"This breed of sparrow is most often seen in the Lanayru region. They get most of their food from leaves and plants that grow near water. If it's safe enough, they can be spotted bathing in puddles or shallow rivers.",Moineau bleu vague,"On rencontre fréquemment ce petit oiseau dans la région de Lanelle. Il est friand des jeunes feuillages et des plantes aquatiques qui poussent au bord de l'eau. On dit que lorsqu'il ne sent aucun danger autour de lui, il aime se baigner dans les flaques d'eau de pluie ou dans le gué des rivières."
animals,Creatures,Animal_LittleBird_D,Rainbow Sparrow,"These small birds hail from the Faron region. As the name suggests, their feathers are more colorful than other sparrows', which has made them a favorite among dilettantes. They feed on small rain-forest insects, but the omnivore in them loves nuts as well.",Moineau pentacolore,"On peut rencontrer ce petit oiseau dans la région de Firone. Comme son nom l'indique, son plumage est très coloré, ce qui explique que certains amateurs en ont fait un de leurs sujets d'observation favoris. Il prospère dans les forêts tropicales où il se nourrit en grande partie de petits insectes mais aussi de fruits."
animals,Creatures,Animal_LittleBird_E,Sand Sparrow,"This desert-dwelling breed of sparrow has adapted to withstand the heat in the arid climate of the Gerudo region. Sometimes they can be spotted half-buried in the sand, holding perfectly still as a means of evading predators.",Moineau fouisseur,"Ce petit oiseau vit dans les contrées Gerudos. S'étant adapté aux environnements arides, il possède une grande résistance à la chaleur. Dans le désert, on peut l'apercevoir immobile, à moitié enfoui dans le sable pour ne pas être repéré par ses prédateurs."
animals,Creatures,Animal_LittleBird_F,Golden Sparrow,"This breed of sparrow is native to the Eldin region. Their down is resistant to burning, an evolutionary trait produced by the harsh volcanic environment. They subsist on small insects that hide inside rocks.",Moineau doré,"Cette race de moineau vit dans la région d'Ordinn. Adapté à l'environnement hostile des volcans, on dit que son plumage ne brûle pas facilement. Il se nourrit des petits insectes cachés dans les rochers."
animals,Creatures,Animal_Pigeon_A,Wood Pigeon,"These pigeons inhabit vast regions all throughout Hyrule, so they can often be found in forests, grasslands, or even villages. They don't have a very strong sense of awareness, so even less-skilled hunters can nab them pretty easily.",Pigeon commun,"Cet oiseau vit dans les forêts et prairies partout en Hyrule. Son habitat est très étendu et on le voit souvent près des habitations. Il n'est pas très craintif, ce qui en fait une cible relativement aisée pour les chasseurs débutants."
